#time-us	inter1	inter2	sxr-Al	sxr-Zr	
1.413663E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.413763E+2	3.875712E-3	-1.399846E-2	-6.248320E-3	-9.998720E-3
1.413863E+2	3.875712E-3	-1.399846E-2	-6.248320E-3	-9.998720E-3
1.413963E+2	3.875712E-3	-1.399846E-2	-6.248320E-3	-9.998720E-3
1.414063E+2	3.875712E-3	-1.399846E-2	-6.248320E-3	-9.998720E-3
1.414163E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.414263E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.414363E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.414463E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.414563E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.414663E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.414763E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
